tloc	tmcCabe	assertionDensity	assertionRoulette	mysteryGuest	eagerTest	sensitiveEquality	resourceOptimism	conditionalTestLogic	fireAndForget	loc	lcom2	lcom5	cbo	wmc	rfc	mpc	halsteadVocabulary	halsteadLength	halsteadVolume	classDataShouldBePrivate	complexClass	spaghettiCode	functionalDecomposition	godClass
6.861631547923991e-05	5.351902083704142e-06	1.9567587247982044e-07	2.1962774333523392e-05	-1.0607097710083984e-06	6.890266527633376e-05	6.562780995951808e-07	-2.9311850256474016e-08	-2.106481932580151e-07	-3.752597868452234e-08	0.1404730330830228	0.21519434661444814	0.0006431892301933687	0.005046270195086141	0.017550019437661893	0.05738505495959084	0.052630115249017874	0.7361172550577435	0.05796003808298461	0.6122204045861953	0.00011474314608292157	0.01755014800733078	0.08491791380422359	-4.525977635537877e-06	0.0009894167047692752
1.5430889532947136e-06	-2.3019216984735075e-05	3.5819512793690202e-06	3.371874090953431e-05	-1.701045796397366e-05	0.00021571450658219307	4.3441361563771943e-07	-7.303135151776556e-07	-5.307123442623153e-06	-3.084938110036141e-07	0.04540914264693091	0.8888008879895478	-0.00037747425134429264	-0.0055188769062650194	0.009518810976703188	-0.04508027309451589	-0.047468043545111055	0.10563306854909459	-0.044283721111255975	-0.43607875919950456	0.00028385740683992296	0.010597205005094243	-0.012930553262763565	1.64877796814907e-06	-0.0007939881850546587
-0.0006870725509058685	-5.6556892387238234e-05	1.7777418959068334e-06	-6.730469784484741e-06	-9.112700792270225e-05	1.4986281552224269e-05	3.866883538883536e-07	-5.249148633631344e-06	-3.130378349787345e-05	-1.559135474179502e-06	-0.09523714776725338	-0.3874213003725066	-0.0006924370252428746	-0.00799759129858138	-0.025668694260141893	-0.061596943287660744	-0.05372669435829093	0.6568544152808031	-0.07277734811429086	-0.6242040272169003	-0.0008173155470250268	-0.022221724747794516	0.0806270228486524	2.3353261520943906e-05	-0.0070675071999713405
0.00029614331934981706	6.80774842011839e-05	8.292052812752387e-06	1.3137935667281188e-06	-9.514933820369124e-05	-0.00022684447003914045	-3.5138324302165734e-06	-8.039077337654815e-06	-3.4837015877335835e-05	-9.047865033930487e-07	0.869373782664478	-0.09334075259325494	0.003418442666301245	0.05313150340827956	0.08100684274811791	0.2969827199605706	0.2756361462159442	-0.05673662124931325	-0.04603297736245275	-0.17057035995018727	-0.00033835920695770606	0.08402834073409922	0.14265893316729975	-8.741439877022834e-06	-0.0078121039231442355
0.004146530831180332	0.00034247822438794584	1.3536433967002018e-05	0.0005016668563885163	0.0005864284941149761	0.0012301032993490622	8.714739078077476e-05	3.6880032030884604e-05	0.0005834881720048155	1.1722208780776612e-05	0.446096908746967	-0.06440249819458208	-0.0029122511758111107	-0.010890841496930485	-0.027235705510873984	-0.5483056678980365	-0.5271141987254896	0.029336976076095495	0.09871676824607305	0.03700654397328381	0.003789777128697695	-0.08002875297396804	-0.44372173494005224	-0.00018123613673974622	0.04679337685059416
-0.0035621313768369202	-0.0006821565722958197	2.9633915405107783e-05	-0.0005617861471149323	-0.0004645528358903108	-0.0015949130471420382	6.293190330025407e-06	-3.454927832276122e-05	-0.00033986807822606	-1.6146685038264647e-05	0.08165232956537667	0.011172866980820099	-0.005182077798063325	-0.13535724263410776	-0.16337863213366352	-0.28649260752203987	-0.24511939953743625	-0.09408196297680313	-0.10950167235043888	0.048928807284106264	0.0072370660775518654	-0.06281632671451698	0.7694702377553189	0.000316811465302812	0.4320535787236283
0.0031086286376321055	0.0004684210149422768	-3.181273569264209e-05	0.00040204311514565043	0.00023467022490875227	0.0007189981032897646	-2.8017035539123056e-05	-2.462926741535316e-06	0.0002098869710643524	2.581384886243405e-05	-0.05824256663135886	-0.006221422344176962	0.000520214770533264	0.07585654406218123	0.09815935988172102	0.16469188615600697	0.13726958864644237	0.04714847232702252	0.048227807879253314	-0.03285794051916571	-0.0061201880814186205	0.07149104401638191	-0.33904615302557733	-0.00010609442455652243	0.899707205498739
0.009442948046111357	-0.00013269741552833243	-0.00011202988471569436	-0.0008463312152712033	0.001829923912876666	-0.004517596014685189	-0.0002697789981913569	6.95473017993586e-05	0.0007418749868525489	5.0126770222034536e-05	0.05807015056713946	0.021922978171656816	-0.018760393159089166	-0.14461607668986495	-0.4977824619976486	0.127296740445887	0.173962179567536	0.009833406311617613	0.021356776108930636	-0.006539281924276838	-0.00149760241668087	-0.8150872042104815	-0.11851586363170916	-0.00043230869381230325	0.03874707146433391
0.0038667523560582287	0.0051831097560835855	-0.0005099757354166261	-0.001634551813191864	0.004326408157070597	-0.014287337560050134	-0.0007361499110774283	0.00022240480883818864	0.0021862026372405793	6.902937178327601e-06	-0.017305046394959223	0.010943343157538336	-0.01730477966055563	0.9060316583410443	-0.18874932075364845	-0.15880182330150172	0.09237985702467547	-0.010499932832165302	0.2948254711705635	-0.026573099118822188	0.0073650825685894605	-0.06233750765550686	0.130548268115921	0.00014149994292544119	-0.0038875319388154313
0.002390591561633017	-0.0008655443746874576	-6.612663759092787e-05	-0.0012120030596348775	0.0009018192209742536	0.004298156609622204	0.00011140400714350273	-4.9999132570333394e-05	0.0009097847180720057	3.794037360359494e-05	-0.005343845032874213	-0.001747502899781132	-0.008753909976406687	-0.24573415752687253	0.13959211594113355	0.18542227586365967	-0.14948756395830176	-0.00746465762404371	0.9109882370151383	-0.10037786130841277	-0.03906087723308066	-0.040823868947805604	0.14153954286758852	-0.0021148262990413427	-0.001800919036476499
