85339,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.mod_cluster.undertow.UndertowEngineTestCase.getName,True
85348,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.weld.discovery.WeldClassFileServicesTest.testVeto,False
85349,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.weld.discovery.WeldClassFileServicesTest.testSuperclassName,False
85363,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.webservices.config.ServerConfigImplTestCase.testMultipleAttributesUpdate,True
85380,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.webservices.verification.JwsWebServiceEndpointVerifierTestCase.testVerifyNonPublicWebMethodFails,False
85383,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.webservices.verification.JwsWebServiceEndpointVerifierTestCase.testVerifyFinalizeMethod,False
85386,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.security.SecurityTransformersTestCase.SecurityTransformersTestCase,True
85397,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.security.vault.VaultToolTestCase.testVaultTool,True
85420,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.xts.wsba.participantcompletion.client.BAParticipantCompletionTestCase.submitBytemanScript,True
85426,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.xts.wsba.participantcompletion.client.BAParticipantCompletionTestCase.testWSBAParticipantClientCancelNotComplete,False
85442,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.xts.wsba.coordinatorcompletion.client.BACoordinatorCompletionTestCase.assertEventLogClient2,False
85446,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.xts.wsat.client.ATTestCase.testWSATSingleSimple,True
85454,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.xts.wsat.client.ATTestCase.testWSATApplicationExceptionCommit,False
85468,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.test.integration.vdx.TestBase.archiveServerLogAndDeleteIt,False
85479,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.clustering.cluster.web.async.AsyncServletTestCase.assertValue,False
85488,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.clustering.cluster.singleton.SingletonServiceTestCase.deployment1,True
85503,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.clustering.single.registry.RegistryTestCase.test,True
85526,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.integration.security.auditing.CustomAuditProviderModuleTest.assertResponse,False
85540,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.integration.ee.injection.resource.enventry.EnvEntryInjectionServletTestCase.deployment,True
85548,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.integration.management.cli.DataSourceTestCase.testAddDataSourceConnectionProperties,False
85566,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.integration.jpa.hibernate.sessionfactorytest.SessionFactoryTestCase.testInjectPUIntoHibernateSessionFactory,True
85574,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.integration.batch.batchlet.SimpleCounterBatchletTestCase.getFirst,False
85585,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.integration.sar.servicembean.ServiceMBeanSupportTestCase.getTestResultMBeanSar,False
85602,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.integration.messaging.jms.context.InjectedJMSContextTestCase.sendWith_REQUIRED_transaction,True
85604,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.integration.messaging.jms.context.InjectedJMSContextTestCase.testSendAndReceiveFromMDBWithRollback,True
85613,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.integration.ejb.home.localhome.descriptor.SimpleLocalHomeTestCase.testStatelessLocalHome,False
85631,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.integration.ejb.remove.RemoveTestCase.lookup,True
85636,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.integration.ejb.security.LifecycleTestCase.testStatefulBeanDependencyInjection,True
85667,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.integration.ejb.view.basic.BusinessViewAnnotationProcessorTestCase.testImplicitNoInterface,True
85672,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.integration.ejb.exception.AppExceptionTestCase.testAppException,False
85684,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.test.integration.elytron.principaldecoders.ConstantPrincipalDecoderTestCase.testNoPrincipalDecoder,True
85701,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.test.integration.elytron.securitydomain.SecurityDomainTestCase.assertAuthenticationFailed,True
85704,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.test.integration.elytron.securitydomain.SecurityDomainTestCase.assertNotInRole,True
85705,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.test.integration.elytron.audit.CustomSecurityEventListenerTestCase.testSuccessfulAuth,True
85730,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.test.integration.elytron.rolemappers.ConstantRoleMapperTestCase.testTwoRolesMapper_userWithOneSameAndOneDifferentRole,False
85746,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.test.integration.elytron.permissionmappers.ConstantPermissionMapperTestCase.deployment5,True
85751,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.test.integration.elytron.permissionmappers.ConstantPermissionMapperTestCase.testPermissionsInModules,False
85753,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.test.integration.elytron.permissionmappers.ConstantPermissionMapperTestCase.assertUserHasntPermission,False
85756,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.test.integration.elytron.permissionmappers.ConstantPermissionMapperTestCase.createWar,True
85796,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.integration.domain.management.cli.DataSourceTestCase.testModifyDataSource,False
85797,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.test.integration.domain.management.cli.DataSourceTestCase.testAddXaDataSource,True
85808,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.clustering.jgroups.ManagedSocketFactoryTest.createMulticastSocket,False
85809,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.jboss.as.clustering.jgroups.ManagedSocketFactoryTest.closeSocket,True
85831,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.clustering.web.undertow.sso.DistributableSingleSignOnTestCase.invalidate,True
85837,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.clustering.web.undertow.session.RecordableInactiveSessionStatisticsTestCase.test,False
85851,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.clustering.web.undertow.session.DistributableSessionManagerTestCase.getTransientSessions,False
85852,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.clustering.web.undertow.session.DistributableSessionManagerTestCase.getActiveSessions,False
85860,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.clustering.web.undertow.session.DistributableSessionTestCase.getLastAccessedTime,False
85874,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.clustering.web.undertow.session.DistributableSessionTestCase.getSessionManager,False
85892,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.clustering.web.session.ImmutableHttpSessionAdapterTestCase.isNew,True
85893,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.clustering.web.infinispan.KeyMapperTestCase.test,True
85901,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.clustering.web.infinispan.sso.coarse.CoarseSessionsTestCase.getApplications,True
85902,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.clustering.web.infinispan.sso.coarse.CoarseSessionsTestCase.getSession,True
85905,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.clustering.web.infinispan.session.SessionExpirationSchedulerTestCase.test,False
85910,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.clustering.web.infinispan.session.InfinispanSessionFactoryTestCase.createSession,True
85932,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.clustering.web.infinispan.session.fine.SessionAttributeNamesEntryExternalizerTestCase.assertEquals,False
85933,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.clustering.ee.retry.RetryingInvokerTestCase.testSupplier,False
85938,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.clustering.ee.infinispan.InfinispanCachePropertiesTestCase.isPersistent,False
85945,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.clustering.ee.infinispan.InfinispanBatcherTestCase.createBatchClose,False
85946,wildfly_b19048b72669fc0e96665b1b125dc1fda21f5993,org.wildfly.clustering.ee.infinispan.InfinispanBatcherTestCase.createBatchDiscard,False
