tloc	tmcCabe	assertionDensity	assertionRoulette	mysteryGuest	eagerTest	sensitiveEquality	resourceOptimism	conditionalTestLogic	fireAndForget	loc	lcom2	lcom5	cbo	wmc	rfc	mpc	halsteadVocabulary	halsteadLength	halsteadVolume	classDataShouldBePrivate	complexClass	spaghettiCode	functionalDecomposition	godClass
6.878862731302071e-05	5.4918890880783125e-06	1.9888029740891303e-07	2.2043380617200455e-05	-1.0313496000393965e-06	6.86264864457475e-05	6.796503242332853e-07	-2.7628466812419198e-08	5.5989735281465705e-08	-4.8858918681653855e-08	0.14040527650233434	0.21501998241029702	0.0006429771081813589	0.005044016548222644	0.01753854026140937	0.0573606534144407	0.05260984551680866	0.7361242811423622	0.057972682776396625	0.6122978662317382	0.00011429729374456125	0.017540127038814916	0.08487724213404929	-4.560148230270912e-06	0.0009887426119739341
1.8725790775982724e-06	-2.3070348657454624e-05	3.5987049863341223e-06	3.407109558605073e-05	-1.696237680058985e-05	0.00021730150496025705	4.215524904575801e-07	-7.051045930076641e-07	-5.6159115283558785e-06	-3.0637062406153006e-07	0.045489290936602554	0.8889946764703819	-0.00037695675488559665	-0.005511710151771447	0.009551594181312368	-0.04497077223756868	-0.04737879769144596	0.10550184607062657	-0.044260656722332925	-0.4357312125587344	0.00028436545443015975	0.010631559268587288	-0.012852719175601561	1.6397476485430176e-06	-0.0007920733372686994
-0.0006863105569269368	-5.715746670231863e-05	1.7445454234648518e-06	-6.772897801440042e-06	-9.172784419939124e-05	1.4068593318255825e-05	2.390653924299377e-07	-5.328905720779979e-06	-3.1992904369121394e-05	-1.4647909148608068e-06	-0.09513496046350048	-0.3870940339078926	-0.0006914897073315689	-0.008004083514545809	-0.02566659405890926	-0.06169618188457626	-0.05379915008884917	0.6569063859489251	-0.0727720537630144	-0.6243922448997304	-0.0008157295133255256	-0.022261618148985734	0.08030839108171094	2.346330179554774e-05	-0.00706036466889963
0.0002909735994036486	6.870222694328657e-05	8.242243783617623e-06	-2.747329278290356e-07	-9.301098892525395e-05	-0.00022971965268211972	-3.2380897411813734e-06	-8.004721360699469e-06	-3.393902740340292e-05	-8.594912841282585e-07	0.8691807981166906	-0.0933479787260191	0.0034160385887163536	0.05308290007626941	0.08098609750430616	0.297067712231916	0.27574510804685604	-0.056771598852578854	-0.04616352502169502	-0.17048001143145625	-0.0003180859926565865	0.08401343074594267	0.14353322442198366	-8.601441298535647e-06	-0.007763827065455699
0.004135610264779959	0.0003470428952694202	1.3701152481585003e-05	0.0005001611869647456	0.0005836615895659341	0.0012105020134379856	8.783784015914014e-05	3.644683942937544e-05	0.0005938412781940646	1.1346374844305892e-05	0.4464979516715952	-0.06427767889393564	-0.0028918152820958873	-0.010806201073582837	-0.027180737817450062	-0.5475730954023861	-0.5262818247042417	0.0293160966320378	0.09873017269872014	0.036919340439871405	0.003773135758277979	-0.08012938565119776	-0.44524099840732856	-0.00018275155979636656	0.04659271514278543
-0.003630132602624065	-0.0006976769834497469	2.8367782841337468e-05	-0.0005983467741347675	-0.0004335018416253907	-0.0016249471768868264	1.2016284950277888e-05	-3.228510489054518e-05	-0.000351026991228734	-1.6495978100387742e-05	0.08447793516986692	0.011291520775247251	-0.005196151773706774	-0.13746375382123804	-0.16708642045235758	-0.29582868511025245	-0.2533616945480786	-0.09616280628101169	-0.11052259925983918	0.050507938283201284	0.007512810658964759	-0.06508681527336012	0.7854291402846098	0.00032360399313418936	0.38596079044895093
0.002900490892068466	0.0004304147681620681	-2.9224493843116106e-05	0.0003814428947048667	0.0001963551536707008	0.000638628226364871	-2.9377982241252042e-05	-4.880480111765912e-06	0.00019208768668934858	2.474371241084475e-05	-0.05400925151844655	-0.005589889218908747	0.00025147015168754046	0.0683408999603095	0.08939413708515072	0.1503812936350278	0.12517936401744104	0.04226531671783108	0.042151481780337265	-0.030311217290784575	-0.005728823135089139	0.0677987820246801	-0.2996652763199328	-9.043332272772332e-05	0.9204268628288333
0.009159868562819222	-0.00013823174570340454	-0.00011130383115317102	-0.000880722498449761	0.001770192799017031	-0.0046133844268447695	-0.00027146504065532045	6.424220750865487e-05	0.0007474171792314772	4.898987793035346e-05	0.05817241388144532	0.0219918596468053	-0.018694732237026446	-0.14687213663709855	-0.49733091908180427	0.12663450161603462	0.173862670278824	0.009562305473082414	0.01923150290969988	-0.006222872421596305	-0.0013046832544186997	-0.8153804145930202	-0.11678343067413749	-0.000431200895863263	0.038904828622805025
0.0044616159611933276	0.005200995901430845	-0.0005182458101553965	-0.0016817193567104586	0.004452229696258077	-0.014572236540640063	-0.0007162100575041463	0.00022797066187132953	0.0022572771087352992	8.043303011239773e-06	-0.01715877255733354	0.01095948118575079	-0.01746083040028075	0.9041668024297533	-0.19403210671503887	-0.15750880662974864	0.09328304394736539	-0.010239639623347972	0.29860268013428287	-0.027081455272596536	0.0067179538963075295	-0.06095726781487678	0.12860043983407957	0.0001575417274440526	-0.0038795575811391373
0.001639316600561117	-0.0008520251849198357	-6.809808050031336e-05	-0.001331527794459092	0.0008518553203485764	0.004484030733742611	0.00010482655916875256	-5.0689507972088365e-05	0.0009043028085198903	3.092830179288515e-05	-0.0054736216548878155	-0.001801237804346346	-0.008211296006474019	-0.2463904892217085	0.1475458477554968	0.18732036359963475	-0.1515178041816989	-0.0074032341340990486	0.9086002256717365	-0.10017007673917527	-0.03904573663094836	-0.04721864683691814	0.14121930365517182	-0.0021516133946734017	-0.0017282112308598335
